,Date,Title,Link,Director,Cast,Production,Reception,Plot,Writer,Music Director,Cinematographer,Reception Sentiment,Month,Reception Score,TSNE-2D-one,TSNE-2D-two
89,2023-05-26,1982 Anbarasin Kaadhal,/wiki/1982_Anbarasin_Kaadhal,Ullas Shankar,"Ashik Merlin, Chandana Aravind, Amal Raveendran",Shine Aliyas,"Dina Thanthigave the film a mixed review, stating, ""Two different love stories are told in a thriller narrative that grabs the attention of the audience. Some scenes are lengthy, and it's tedious to watch. Ashik Merlin comes across as a young lover perfectly portraying his romantic feelings. He expresses the tribulations of love, such as lingering over the memory of a beloved and waiting for a phone call etc. The scene where he drags his girlfriend and runs into the forest to escape from the raiders is breathtaking"" says the author ""[10]Su Senthilkumaran ofNamma Tamil Cinemagave the film a mixed review.[11]Critic of Tamil FM gave mixed review.[12]",,Ullas Shankar,S. Chinthamani,Jisbin Sebastian,0.9794,5,5,0.89803195,-6.4661818
90,2023-05-26,Kazhuvethi Moorkkan,/wiki/Kazhuvethi_Moorkkan,Sy Gowthama Raj,"Arulnithi,Dushara Vijayan,Santhosh Prathap",Olympia Movies,"Logesh Balachandran ofThe Times of Indiagave it 3 out of 5 stars and wrote, ""Kazhuvethi Moorkkanmanages to captivate us to a considerable extent with its solid screenplay.""[18]Kirubhakar Purushothaman ofThe Indian Expressgave it 2.5 out of 5 stars and wrote, ""While the story is engrossing, the same could not be said about the craft of the film.""[19]Cinema Vikatangave the film a mixed review, stating, ""If the intensity shown in the action sequence had been in the screenplay, the film would gain some attention.""[20]","Moorkasamy (Moorkkan) and Bhoominathan (Bhoomi) are childhood friends from school, since Bhoomi helped Moorkkan when Moorkkan was hit by a bull. Moorkkan's parents try to separate them since Bhoomi belongs to a lower caste than Moorkkan. Bhoomi helps his caste people from oppression and inspires them to study like him. Before the election, the opposition party belonging to Moorkkan's caste tries to get votes from their caste by conducting a campaign, where a problem happens when they try to fix a poster in the other community's area. Moorkkan stands with Bhoomi during this issue. The party plans to eliminate Bhoomi by separating him from Moorkkan by the help of his father. They set up Bhoomi's death upon Moorkkan. This caused Moorkkan framed as Bhoomi's murderer. Moorkkan finds out their plan later and avenges his friend's death before getting shot by a police driver belonging to his own caste.",Sy Gowtham Raj,D. Imman,Sridhar,0.6124,5,5,1.4769604,-0.044719968
91,2023-05-26,Theera Kaadhal,/wiki/Theera_Kaadhal,Rohin Venkatesan,"Jai,Aishwarya Rajesh,Sshivada",Lyca Productions,"Logesh Balachandran ofThe Times of Indiagave it 2.5 out of 5 stars and wrote, ""Theera Kadhalis a film that has its moments but falls short of being a truly compelling and emotionally resonant love story.""[15]Bhuvanesh Chandar ofThe Hinduwrote, ""If not for the three capable actors and Siddhu Kumar’s music, Rohin Venkatesan’s ‘Theera Kaadhal’ would have been more patience-testing than it already is.""[16]","The film begins with Gautham (Jai) going on a business trip inBangalorewhile calling his wife Vandhana (Sshivada) that she was stuck in traffic and cannot meet him up, while he was with his daughter Aarthi (Vriddhi Vishal). At the same time, there was a traffic jam happening where husband Prakash (Amzath Khan) is dropping off his wife Aaranya (Aishwarya Rajesh) where someone crashed into his car, which made him get out and argue with the person behind. Aaranya tries to stop this but only to get slapped by Prakash. She ended up walking to the station. During one of the train breaks, Gautham stepped out to grab a drink and this was where he saw Aaranya who was also out of the station for a fresh air and they rekindled. Turns out Gautham and Aaranya were ex-lovers who broke up due to family disapproval and Aaranya failing to fight for their love when her parents (G. Marimuthuand Indumathy) set up a proposal to Prakash. They both reconciled and turns out they were both going to Bangalore for a business trip. They ended up telling each other that they are married to different partners and Gautham tells her he has a daughter. Aaranya lied saying she is in a 'happy marriage' with Prakash.",Rohin VenkatesanG. R. Surendarnath,Siddhu Kumar,Ravivarman Neelamegam,0.9468,5,5,1.4924178,-6.7970138
92,2023-05-27,Boo,/wiki/Boo_(2023_film),A. L. Vijay,"Rakul Preet Singh,Vishwak Sen,Nivetha Pethuraj",Sarvanth Ram Creations,"MM Productions gave it 4 out of 5 stars and wrote, ""The movie has a good premise and had the opportunity of being an ideal horror flick. The twists and turns in the movie were absolutely unexpected and unpredictable. The script is deadly terrifying and so are the ghosts. The movie consisted of talented actors which made it more interesting to watch. The movie also has some funny moments which were not forced comedies unlike other horror movies. The thrill, suspense, and funny moments keep the audience engaged throughout the movie. If you’re looking for a good scare, it is a must-watch film for you.""","The story revolves around Kiara (Rakul Preet Singh) and her friends who discover a mysterious book called ""Halloween Stories"" during theirHalloweenparty at Kiara's house. The book includes a warning to read all the chapters without stopping, and they embark on a journey into its ghostly tales. As they delve deeper, they find themselves encountering the characters from the stories in real life. The movie explores the secrets of the book and the friends' experiences in this extraordinary situation.[4]",,Songs:G. V. Prakash KumarScore:Madhu R,Sandeep K. Vijay,0.9219,5,5,-8.898305,-3.78136
93,2023-05-27,Kasethan Kadavulada,/wiki/Kasethan_Kadavulada_(2023_film),R. Kannan,"Shiva,Priya Anand,Yogi Babu",Masala Pix,"M Suganth ofThe Times of Indiagave 1 star out of 5 and wrote that ""In the end, all that the film accomplishes is a grave injustice to not only to its cast and crew, and audiences"".[23]A critic fromPuthiya Thalaimuraistated that it is a shame that the script team of this film did not take the same amount of effort that the audience needed to watch the film and rated 0.5 out of 5.[24]Jayabhuvaneshwari B ofCinema Expresssaid, ""Sloppy dialogue delivery and forcefully fit one-liners makeKasethan Kadavuladaa largely superficial remake that makes one think if the kaasu (transl.money) spent on the film was even worth it"".[25]","Ramu, his friend Babu, and cousin Murali collaborate to steal money from Ramu's stingy sister-in-law Sharadha.",,RS Rajprathap,Prasanna Kumar,-0.6597,5,1,1.0090833,4.9944744
94,2023-06-02,Kathar Basha Endra Muthuramalingam,/wiki/Kathar_Basha_Endra_Muthuramalingam,M. Muthaiah,"Arya,Siddhi Idnani,Prabhu",Drumsticks Productions,Kathar Basha Endra Muthuramalingamreceived mixed reviews from critics.,"Tamizhselvi is a villager inRamanathapuram districtwho is pressured by her relatives into marrying one of her uncle's sons in order to inherit her wealth, but she refuses, and the relatives try to corner her with the help of the villagers. With no choice, Tamizhselvi goes to prison in search of a person named Kathar Basha alias Mutharamalingam but leaves after seeing her relatives. Kathar learns that Tamizhselvi came to meet him. He gets released from prison and sets out to meet her. Kathar also learns about Tamizhselvi's family condition and also learns that her uncle Kaluvan, who is also the village chieftain, is actually the person who saved Kathar's life in an attack.",M. Muthaiah,G. V. Prakash Kumar,R. Velraj,-0.296,6,2,2.174118,6.825818
95,2023-06-02,Thotta Siningiye,,N. Elongovan,"Thanga Pandiyan, Nivetha, Iniyaraja",Sri Lakshmi Narasimha Productions,,,,,,,6,5,7.7444935,2.1398826
96,2023-06-02,Thuritham,/wiki/Thuritham,V. Srinivasan,"Jegan,Eden Kuriakose,Bala Saravanan",Dream Focus Productions,"The film was released in theaters on 2 June 2023.[8][9]A critic fromDina Thanthiwrote that ""Although the opening scenes are slow moving, the story gradually draws you in.""[10].",,GnanakaravelV. Srinivasan,Songs:Isai Amuthan AthmasanthiScore:Naresh,Vaasan,-0.2732,6,2,1.4789636,-4.2510796
97,2023-06-02,Unnaal Ennaal,/wiki/Unnaal_Ennaal,A. R. Jayakrishnaa,"Sonia Agarwal,Ravi Mariya,Rajesh",Shri Shri Ganesha Creations,"A critic fromDina Thanthiwrote that ""Director Jayakrishna has tried to showcase friendship, love and real estate scams. Could have focused more on the screenplay.""[6]A critic fromThinaboomistated that ""This film would have been a good film if the concept had been taken and it had been properly shot with good scenes.""[7]","The film's cinematography was done by Kichaas, while M. R. Rajeesh handled the editing of the film.[2]Sonia Agarwalconformed that she is playing the lead role in this film.[3]The trailer of the film was released on 19 May 2023[4]The film was released on 2 June 2023.[5]",A. R. Jayakrishnaa,Rizwan,Kichaas,0.8176,6,5,6.8116703,6.027203
98,2023-06-02,Veeran,/wiki/Veeran_(film),ARK Saravan,"Hiphop Tamizha Adhi,Vinay Rai, Athira Raj",Sathya Jyothi Films,Veeranreceived generally positive reviews from critics.[20],"The village of Veeranor, inCoimbatore, has a temple for the deity Veeran despite the lack of belief by the people. A 15-year-old Kumaran is near the temple when he is struck by lightning, and experiences a brief coma. Kumaran is sent to Singapore to recover and finds that he has electrokinesis,superhuman strength, and temporarymind control. 14 years later, Kumaran returns and shows off his powers to his friends Sakkarai and Selvi, but also tells them about visions he had of Veeranor's destruction. They find that a member of the technology company JACL has been trying to warn the villagers that the laser cables that they installed at a cheap price is volatile and capable of destroying the village, but nobody takes him seriously, and the police are bribed by the company. JACL is led by the evil scientist Sarath, his brother Thruv, and politician Sharath, who are testing fatal experimental super serums, killing subjects. They are determined to install 36 kilometers of uninterrupted laser cable in Veeranor.",ARK Saravan,Hiphop Tamizha,Deepak D. Menon,0.5574,6,4,1.9201256,2.3259182
99,2023-06-09,Bell,/wiki/Bell_(2023_film),R. Vengat Bhuvan,"Guru Somasundaram,Sridhar,Nitish Veera",Brogan Movies,"The film was released on 9 June 2023 across Tamil Nadu. Reviewing the film, a critic fromTimes of Indiawrote ""when makers forget to develop a one-line into a proper feature script, this is what the result will look like"" and that ""though the core idea is good,Bellsuffers from amateurish filmmaking and lacklustre performances, ultimately resulting in a disappointing viewing experience"".[4]A reviewer fromCinema Expresswrote ""the film struggles to present a story that was mangled, to begin with"" and ""despite some sincere performances, the problems are further exacerbated by an unfocused creative vision"".[3]",,Veyilon R. Vengat Bhuvan,Robert,Bharanikannan,-0.8738,6,1,-4.7421975,-3.1726665
100,2023-06-09,Maalai Nera Mallipoo,/wiki/Maalai_Nera_Mallipoo,Sanjay Narayanan,"Vinithra Menon, Ashwin, Dhinesh Pandiyar",Every Frame Matters Productions,"The film was released on 9 June 2023 across Tamil Nadu. Reviewing the film, a critic fromTimes of Indiawrote the film ""has powerful content that deserves to be told, but the making isn't impressive enough to hold us throughout.""[4]A reviewer fromThe Hinduwrote ""filmmaker Sanjay Narayanan and actor Vinithra Menon do not attempt to merely document the life of a sex worker; they peer into the labyrinth of the lead character’s conscience"".[5]",,,Hrithik Shakthivel,Noydup DorjeeBenny Richardson,-0.4944,6,2,-1.914203,2.1208658
101,2023-06-09,Por Thozhil,/wiki/Por_Thozhil,Vignesh Raja,"R. Sarathkumar,Ashok Selvan,Nikhila Vimal,Sarath Babu",Applause Entertainment,Por Thozhilreceived positive reviews from critics and audience.[12],"In 2010, Prakash, a newly appointedDSPtrainee, is assigned to work withSPLoganathan byADGPMahendran. Loganathan reluctantly agrees to mentor him, along with the new technical assistant Veena. From Chennai, the trio set off toTiruchirappallito investigate the gruesome murder of a young girl in deep woods. The doctor concludes that the victim was strangulated from the front with an iron wire, kneeling, with her hair pulled back and tied to the hand. Ahematomaon her neck reveals that the victim was knocked at specificpressure pointson her to make her unconscious, following which she was kidnapped. The peculiarity of the case makes Loganathan anticipate a series of murders.",Alfred PrakashVignesh Raja,Jakes Bejoy,Kalaiselvan Sivaji,0.34,6,4,2.5145562,0.63295585
